ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
038532748X	Night flying	Rita Murphy	NODESCRIPTION	Flight|Juvenile fiction|Mothers and daughters|Sisters|Fiction|Accessible book|Protected DAISY	NOIMAGE	2000	Delacorte Press
067187747X	The legacy of Gird	Elizabeth Moon	NODESCRIPTION	American Fantastic fiction|Fantastic fiction, American	https://covers.openlibrary.org/b/id/409550-M.jpg	1996	Baen
034068948X	Does my bum look big in this?	Arabella Weir	NODESCRIPTION	Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6633163-M.jpg	1999	Trafalgar Square
8817106100	Oceano Mare (Scala)	Alessandro Baricco	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7269972-M.jpg	0	Biblioteca Universale Rizzoli
1410729435	Lucy's Treasure	G. E. Dabbs	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2763167-M.jpg	2003	Authorhouse
037369167X	Pillow talk	Kathleen O'Reilly	NODESCRIPTION	Romance|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/1187229-M.jpg	2004	Harlequin
1573221082	Ordinary grace	Kathleen A. Brehony	My interest in studying what makes people express goodness goes back a long way.	Helping behavior|Caring|Altruism|Empathy|Case studies	https://covers.openlibrary.org/b/id/823992-M.jpg	1999	Putnam Pub Group
068480154X	Tender is the night	F. Scott Fitzgerald	NODESCRIPTION	Fiction|Psychiatrists|Wealth|Moral and ethical aspects of Wealth|Facsimiles|American Manuscripts|Manuscripts|Moral and ethical aspects|Fiction in English|OverDrive|Literature|Psychological fiction|Love stories|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/424925-M.jpg	1995	Scribner
1558216847	The long walk	Slavomir Rawicz	NODESCRIPTION	Biography|Concentration camp escapes|Description and travel|Escapes|Polish Personal narratives|Prisoners of war|Russian Prisoners and prisons|World War, 1939-1945|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/782548-M.jpg	1997	The Lyons Press
1565070054	As time goes by	Lori Wick	NODESCRIPTION	Large type books|California|History|Fiction	https://covers.openlibrary.org/b/id/802489-M.jpg	1992	Harvest House Pub
1565070461	Sean Donovan	Lori Wick	NODESCRIPTION	California|Fiction|Frontier and pioneer life|History|Large type books	https://covers.openlibrary.org/b/id/802496-M.jpg	1993	Harvest House Pub
1556618646	A Promise for Tomorrow	Judith Pella|Tracie Peterson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/778629-M.jpg	1998	Bethany House Publishers
1556618638	A Hope Beyond	Judith Pella|Tracie Peterson	NODESCRIPTION	Baltimore and Ohio Railroad Company|Nannies|Frontier and pioneer life|Fiction|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/778628-M.jpg	1997	Bethany House Publishers
155661862X	Distant dreams	Judith Pella|Tracie Peterson	NODESCRIPTION	Frontier and pioneer life|Fiction|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/778627-M.jpg	1997	Bethany House Publishers
1565071298	Donovan's daughter	Lori Wick	NODESCRIPTION	Frontier and pioneer life|Fiction|Women teachers|Large type books|California	https://covers.openlibrary.org/b/id/802513-M.jpg	1994	Harvest House Pub
1556618409	Sisters of the Confederacy	Lauraine Snelling	NODESCRIPTION	Fiction|History|Large type books|Overland journeys to the Pacific|Sisters|United States Civil War, 1861-1865|Women abolitionists|Women pioneers	https://covers.openlibrary.org/b/id/778610-M.jpg	2000	Bethany House Publishers
1556618395	Daughter of Twin Oaks	Lauraine Snelling	NODESCRIPTION	Brothers and sisters|Fiction|History|Large type books|United States Civil War, 1861-1865|Women horse owners|Protected DAISY	https://covers.openlibrary.org/b/id/778609-M.jpg	2000	Bethany House Publishers
059043411X	Vampires don't wear polka dots	Debbie Dadey	NODESCRIPTION	Accessible book|Protected DAISY|Schools|Juvenile fiction|Teachers|Fiction|In library	https://covers.openlibrary.org/b/id/6708599-M.jpg	1997	Scholastic
068482292X	What remains to be discovered	John Royden Maddox	NODESCRIPTION	Discoveries in science|Research|Miscellanea|Science|History|Origin|Life|Cosmography|Cosmology|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6633966-M.jpg	1998	Free Press
068485287X	Creek walk and other stories	Molly Giles	NODESCRIPTION	Social life and customs|Women|Fiction|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/427611-M.jpg	1998	Scribner Paper Fiction
014045022X	Pygmalion 	George Bernard Shaw	NODESCRIPTION	Drama|Flower vending|Linguistics teachers|Speech and social status|Protected DAISY|Social classes	https://covers.openlibrary.org/b/id/104406-M.jpg	1993	Penguin Books
076422400X	Beyond the gathering storm	Janette Oke	NODESCRIPTION	Fiction|Royal Canadian Mounted Police|Police|Brothers and sisters|Mounted police|Protected DAISY|Accessible book|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/1438695-M.jpg	2000	Bethany House Publishers
044022425X	Drums of Autumn	Diana Gabaldon	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/6308289-M.jpg	1997	Dell
1556619510	The Tender Years (Prairie Legacy Series #1)	Janette Oke	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/778688-M.jpg	1997	Bethany House Publishers
1853260363	Don Quixote	Miguel de Cervantes Saavedra	NODESCRIPTION	Fiction|Knights and knighthood|Don Quixote (Fictitious character)|Social life and customs|Ficción|Quotations|Literatura picaresca|Caballeros y caballería|Relatos de aventura|Vida social y costumbres|Spanish Proverbs|Real Academia Española,|History and criticism|España|Readers|Spanish fiction|Illustrations|Chivalry|Textbooks for foreign speakers|Translations into English|Criticism and interpretation|Spanish language|Dulcinea|Early works to 1800|Dictionaries|Characters|Dulcinea (Fictitious character)|Biography|Accessible book|Protected DAISY|Spanish Adventure fiction|Squires|Quests|History|Spanish literature|In library|Popular Print Disabled Books	NOIMAGE	1997	NTC/Contemporary Publishing Company
1842223739	New Woman Bloke Jokes 2	Johnson, Louise	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Trafalgar Square
1591092744	Lapp	Harry Gersteneker	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2952537-M.jpg	2002	Imprint Books
3442540356	Micro-Sklaven	Douglas Coupland	NODESCRIPTION	Fiction|Microsoft Corporation	NOIMAGE	1998	Goldmann
2070741354	La lenteur	Milan Kundera	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/969999-M.jpg	1995	Gallimard
014023313X	The Stone diaries	Carol Shields	MY MOTHER'S NAME WAS MERCY STONE GOODWILL.	Women|Fiction|Canadian fiction|Women authors|Domestic fiction|Accessible book|Protected DAISY|OverDrive|Literature|National Book Critics Circle Award Winner|award:national_book_critics_circle_award=1994|award:national_book_critics_circle_award=fiction|In library|Canada|Femmes|20e siècle|Histoire	https://covers.openlibrary.org/b/id/6565832-M.jpg	1995	Penguin Books
097213011X	The Big Girls' Guide to Life	Bunkie Lynn	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/737734-M.jpg	2003	Ladybug Pub Llc
076791404X	She's not there	Jennifer Finney Boylan	There they were, two young women standing by the side of the road with their thumbs out.|There they were, two young women standing by the side of the road with their thumbs out.	Biography|American Novelists|Transsexuals|Gender identity|English teachers|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/528226-M.jpg	2003	Broadway
055348284X	A curse on Elizabeth	Francine Pascal	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Sweet Valley
038070952X	Ramona and her mother	Beverly Cleary	NODESCRIPTION	Children|Familia|Family|Family life|Family relationships|Ficción juvenil|Fiction|Juvenile fiction|Mothers and daughters|OverDrive|Spanish language materials	NOIMAGE	1990	HarperTrophy
8420616168	LA Comunicacion No Verbal	Flora Davis	NODESCRIPTION	NOGENRE	NOIMAGE	1984	Lectorum Pubns (J)
8432213616	El beso de la mujer araña.	Manuel Puig	NODESCRIPTION	NOGENRE	NOIMAGE	1976	Seix Barral
8472238350	Te Llamare Viernes (Fabula) (Fabula)	Almudena Grandes	NODESCRIPTION	NOGENRE	NOIMAGE	1994	Schoenhofsforeign Books Inc
8466303626	La inteligencia emocional de los niños	Lawrence E. Shapiro	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Santillana USA Publishing Company
006001203X	Dr. Atkins' new diet revolution.	Atkins, Robert C.	NODESCRIPTION	Diet, Reducing|Low-carbohydrate diet|Reducing Diet|Reducing diets|Weight loss|Dietary Proteins|Dietary Carbohydrates|Weight Loss|Accessible book|Protected DAISY|Popular Works	https://covers.openlibrary.org/b/id/5727841-M.jpg	2001	Avon Books
848450767X	Una Rosa Para Emily y Miss Zil	William Faulkner	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3332569-M.jpg	2001	Debols!llo
3596200261	Schoene Neue Velt	Aldous Huxley	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1022708-M.jpg	2002	"Fischer (Tb.), Frankfurt"
3518366467	Wunschloses Unglück	Peter Handke	NODESCRIPTION	NOGENRE	NOIMAGE	1974	Suhrkamp
3129044019	Rosina	Walter Kappacher	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Klett-Cotta
3404146298	Der Weihnachtshund.	Daniel Glattauer	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1000293-M.jpg	2001	L�?¼bbe
1891480030	The Ushers	Edward Lee	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Obsidian Pub Pr
055311073X	Follow the stars home	Luanne Rice	NODESCRIPTION	Mothers and daughters|Fiction|Single mothers|Love stories|OverDrive|Romance|Protected DAISY	https://covers.openlibrary.org/b/id/368224-M.jpg	2000	Bantam Dell Pub Group
037540256X	A patchwork planet	Anne Tyler	I AM A MAN you can trust, is how my customers view me.|I AM A MAN you can trust, is how my customers view me.	Fiction|Conduct of life|Men|Charities|Social life and customs|Domestic fiction|American Domestic fiction|OverDrive|Literature|Romance|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/225557-M.jpg	1998	Random House Inc
034543630X	Simon's family	Marianne Fredriksson	NODESCRIPTION	Jewish families|World War, 1939-1945|Young men|Family relationships|Friendship in children|Fathers and sons|Fiction|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6632141-M.jpg	2000	Ballantine Books
1930603401	Fondue	Marlisa Szwillus	NODESCRIPTION	Fondue	https://covers.openlibrary.org/b/id/954911-M.jpg	2000	Silverback Books
006000780X	Boy still missing	John Searles	NODESCRIPTION	Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/6964820-M.jpg	2002	Perennial
042519549X	Isle of Palms	Dorothea Benton Frank	NODESCRIPTION	Accessible book|Protected DAISY|Islands|Women|Fiction	https://covers.openlibrary.org/b/id/6450354-M.jpg	2004	Berkley Publishing Group
1400042070	The amateur marriage	Anne Tyler	NODESCRIPTION	Fiction|Runaway teenagers|Married people|Grandparent and child|Mate selection|Marital conflict|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6382403-M.jpg	2004	Knopf
067084327X	Grace Point	Anne D. LeClaire	NODESCRIPTION	Fiction|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6613244-M.jpg	1992	Penguin USA
1401300316	The center of everything	Laura Moriarty	NODESCRIPTION	Fiction|First loves|Girls|Grandmothers|Gifted children|Mothers and daughters|Single mothers|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/749638-M.jpg	2003	Hyperion
1889186287	Quest for Sex, Truth & Reality	Edward Lee	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/937236-M.jpg	2002	Necro Pubns
1881475735	Operator B	Edward Lee	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Cemetery Dance Pubns
1889186228	Sex, Drugs & Power Tools	Edward Lee	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/937233-M.jpg	2002	Necro Pubns
1892950103	Off Season 	Jack Ketchum	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/941971-M.jpg	1999	Overlook Connection Press
950028359X	Mi Planta de Naranja-Lima	José Vasconcelos	NODESCRIPTION	NOGENRE	NOIMAGE	1971	Ateneo De Manila Univ Pr
043912042X	esperansa rising	Pam Muñoz Ryan	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Scholastic Paperbacks
9722100262	Memorial do convento	José Saramago	NODESCRIPTION	Fiction|History	NOIMAGE	0	Luso Brazilian Books
8408028472	Pequeñas infamias	Carmen Posadas	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7413236-M.jpg	1999	"Editorial Planeta, S.A. (Barcelona)"
8484034097	Alicia en el pais de las maravillas, Fantasmagoria, y Un cuento enredado	Lewis Carroll	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2272151-M.jpg	2004	Edimat Libros
9505112033	62 Modelo Para Armar	Julio Cortázar	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Aguilar
8484501876	Pequenos Altares / Little Altars Everywhere	Rebecca Wells	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Distribooks
8432038598	La vida es sueño	Pedro Calderón de la Barca	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4214180-M.jpg	1981	Planeta
9875500534	Bodas de Sangre	Federico Garcia Lorca	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5260733-M.jpg	2001	Errepar
8445071955	El Herrero De Wooton Major	J. R. R. Tolkien	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Minotauro
8423329860	Beatriz y los cuerpos celestes	Lucía Etxebarría	NODESCRIPTION	Ficción|Cuentos de amor|Familia|Family|Fiction	https://covers.openlibrary.org/b/id/5396933-M.jpg	1998	Schoenhof Foreign Books Inc
8466304630	Rayuela	Julio Cortázar	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Suma de Letras
9875500046	La Divina Comedia	Dante Alighieri	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2303993-M.jpg	2001	Longseller
8420613126	El extranjero	Albert Camus	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Alianza
8423915379	Tres sombreros de copa.	Miguel Mihura	NODESCRIPTION	Spanish language books|Protected DAISY|In library	https://covers.openlibrary.org/b/id/4478786-M.jpg	1986	Lectorum Pubns (Adult)
8437601002	Pic - Nic ; El triciclo ; El laberinto	Fernando Arrabal	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4909477-M.jpg	1985	Ediciones Catedra S.A.
9875500526	Dona Rosita La Soltera	Federico Garcia Lorca	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5260446-M.jpg	2001	Errepar
8434410990	Etica para Amador	Fernando Savater	NODESCRIPTION	Ethics|Etica	NOIMAGE	1991	Ariel
8449500516	Macbeth - Hamlet	William Shakespeare	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Mateos Ediciones
1569471231	The Handmaid of Desire	John L'Heureux	NODESCRIPTION	Fiction|Study and teaching|English philology|Universities and colleges|College teachers|English teachers|Departments|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/814056-M.jpg	1998	Soho Press
1889199036	Styles by Maggie Sweet	Judith Minthorn Stacy	NODESCRIPTION	Beauty operators|Class reunions|Fiction|First loves|Married women	https://covers.openlibrary.org/b/id/937280-M.jpg	1999	John F. Blair Publisher
1856352498	The story of Irish emigration	Frank D'Arcy	NODESCRIPTION	Emigration and immigration|History|Irish	https://covers.openlibrary.org/b/id/3706594-M.jpg	1999	Irish Books &amp; Media
1590521439	A steadfast surrender	Nancy Moser	NODESCRIPTION	Fiction|Rich people|Women	https://covers.openlibrary.org/b/id/860320-M.jpg	2003	Multnomah
158660970X	Hidden things	Andrea Boeshaar	NODESCRIPTION	Fiction|Grandparents|Mothers and daughters|Orphans|Protected DAISY	https://covers.openlibrary.org/b/id/853322-M.jpg	2003	Barbour Publishing
840149950X	Los Pilares de la Tierra	Ken Follett	NODESCRIPTION	edad media|catedral	NOIMAGE	1999	"Plaza &amp; Janes Editores, S.A."
158567074X	Frida	Barbara Louise Mujica	NODESCRIPTION	Fiction|Painters' spouses|Women painters|Protected DAISY	https://covers.openlibrary.org/b/id/850752-M.jpg	2001	Overlook Press
2070360024	L'e ́tranger	Albert Camus	NODESCRIPTION	French language	NOIMAGE	1990	Gallimard Jeunesse
8427016883	En Busca De Tutankamon	Christian Jacq	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Planeta Pub Corp
8440697414	Los Secretos de La Diosa	Brenda Gates	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Ediciones B
8440666845	Circulos de Piedra, Los	Joan Dahr Lambert	NODESCRIPTION	NOGENRE	NOIMAGE	1999	Grupo Zeta
074320395X	The  body artist	Don DeLillo	NODESCRIPTION	Fiction|Bereavement in art|Women artists|Body art|Grief|Man-woman relationships|Motion picture producers and directors|Widows|Identity|Identity (Philosophical concept)|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6648573-M.jpg	2001	Scribner
1550170732	Power to us all	George Woodcock	NODESCRIPTION	Social conditions|Federal government|Politics and government|Nationalism|Canada	NOIMAGE	1992	Harbour Pub Co
013116757X	Canadian society	Harry H. Hiller	NODESCRIPTION	Canadian National characteristics|Ethnicitiy|Ethnicity|Multiculturalism|Nationalism|Population|Regionalism|Social conditions|Textbooks	NOIMAGE	1991	Prentice Hall
